sur_id,title,sic,keyword,naics
2086,Sporting and Recreational Equipment Retail,,hobbies leisure recreation retailing sales,
2087,Sporting and Recreational Goods and Supplies,5091,suppliers wholesalers distribution wholesaling accessories billiard pool firearms ammunition marine pleasure craft  apparel footwear extreme golf outdoor water sports bowling baseball softball archery soccer tennis inline in-line skaters hobbies hobby,421910
2088,Sporting Goods Stores and Bicycle Shops,5941,retail retailing equipment bicycles parts accessories mountain bikes fishing hunting treadmills exercise golf water sports billiards bowling snowboards hockey ice skates paintball elliptical cross trainer ,451110
2089,Sports and Adventure Travel,,leisure travel tourism holiday trip adventures 18-34 hiking biking diving snorkeling golf skiing ,
2090,Sports and Energy Bars,,foods breakfast bars meal replacements cereals  vitamins supplements weight loss fitness training snacks  specialty,
441578,Express Delivery Services,,letters parcels packages air transportation postage freight individually addressed local messengers delivery ,
2092,Sports Drinks,,beverages nonalcoholic non-alcoholic energy slimming aids protein fortified waters,
2093,Sports Equipment,,leisure athletics golf fishing tennis physical gymnastics archery bowling billiards fun winter summer beach  indoors outdoors team sporting goods fitness  supplies recreational raquets ,"339920, 423910, 451110"
2094,Sports Equipment: Global,,leisure athletics golf fishing tennis physical gymnastics archery bowling billiards fun winter summer beach  indoors outdoors team sporting goods fitness  supplies recreational raquets,"339920, 423910, 451110"
2095,Sports Food and Beverage Consumers,,foods energy bars drinks beverages protein snacks meal replacements muscles rejuvenations exercise specialty,
2096,State Commercial Banks,6022,banking bankers trusts companies deposits chartered territories fiduciary business financials finances financing holding foreign loans lenders lending ," 522110, 522210, 522190, 523991"
441812,Grain Farming,,farms farming agriculture agricultural peanuts vegetables melons alfalfa broomcorn  clovers grass seeds hay hops mints potatoes yams timothy,11119
441813,Vegetable Farming,,vegetable melon farming farms asparagus beans broccoli cabbage cantaloupes cauliflowers celery sweet corns cucumbers green peas lettuce onions peppers squash tomatoes tomato agricultural agriculture,11120
2098,Stationery and Office Supplies,5112,wholesalers wholesaling distribution distributors computer photocopy envelopes typewriter papers file cards folders pens pencils social greeting cards carbon paper business forms looseleaf loose leaf binders inked ribbons inks,"453210, 422120"
2099,Stationery Stores,5943,retail retailing sales  paper supplies stationary printing engraving postcards school office forms legal ,453210
2100,"Stationery, Tablets, and Related Products",2678,manufacturing looseleaf loose leaf fillers papers desk sets memo books newsprint pads notebooks padded paper,322233
441810,"Wheat, Barley and Sorghum Farming",,milling mills wheat rye grains flours mixes doughs foods processing foods,11114
441811,Corn Farming,,agriculture farming farms agricultural,11115
2102,Steam and Air Conditioning Supply,4961,air-conditioning heated cooled air geothermal  cooling systems heating ,221330
2103,Steel,, irons steels  metals mining minerals crude blast furnace pig direct reduced ,"213114, 423510, 331111, 331221"
2104,Steel (General),,metals mining materials iron distributors processors producers alloys stainless ores  mines mills  steels,
2105,Steel (Integrated),,metals mining iron ores coke carbons  processors stainless raw materials steels,
2106,"Steel Foundries, Not Elsewhere Classified",3325, manufacturing steel castings metals mining minerals,331513
2107,Steel Investment Foundries,3324,manufacturing castings carbon alloy stainless high temperature metals minerals mining,331512
2108,Steel Pipe and Tubes,3317,iron manufacturing purchased steel production welded seamless pipes heavy riveted minerals mining metals,331210
2109,"Steel Springs, Except Wire",3493,manufacturing leaf hot wound coiled flat minerals metals mining,332611
2110,Steel Wiredrawing and Steel Nails and Spikes,3315,wires drawing fabricated products manufacturing iron rods bars nails spikes fabricated barbed twisted baskets brads chain link fencing gates posts fittings form ties horseshoes paper clips spikes staples cages tacks ties fabric carts cloth garment hangers metals mining minerals,"331222, 332618"
2111,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",3312,petroleum coal products manufacturing iron hot metals pig silvery ores scrap plates sheets strips rods bars tubing furnaces coke ovens beehive mills metals minerals mining,"324199, 331111"
2112,Steel: Global,,irons steels  metals mining minerals crude blast furnace pig direct reduced ,"213114, 423510, 331111, 331221"
2114,Storage Batteries,3691,battery manufacturing alkaline cell researchable lead acid nickel cadmium  energy utilities,335911
2115,Store Brand Drinks,,beverages nonalcoholic non-alcoholic private label milks bottled waters carbonated juices coffees teas,
2116,Store Brand Foods,,private label foods controlled dairy eggs creams creamers cheese processed butter breads cereals ready to eat rte sweets desserts ice creams pies cakes cookies meats poultry fish frozen breakfast meats luncheon sugar shortening oils cooking edible frozen plain vegetables canned jarred vegetables pickles relishes olives salads coleslaws specialty ,
2117,Stores. Retail Industry Buying Guide,,products services systems equipments retailing retail retailers,
2118,"Structural Clay Products, Not Elsewhere Classified",3259,manufacturing sewer pipes structural adobe bricks chimney pipes drain tiles roofing construction building materials equipment,327123
2119,"Structural Members, Not Elsewhere Classified",2439,laminated fabricated trusses arches lumbers stock resawing planning truss manufacturing woods construction building materials equipment,"321912, 321214, 321213"
2120,Structural Steel Erection,1791,contractors prestressed precast concretes construction building materials equipment,235910
2121,Sugar and Sweeteners,,foods sugars substitutes table syrups molasses honey,
441601,Gambling Operations,,commercial casinos tribal card rooms racetrack racinos table games blackjack poker roulette craps electronic gaming devices egds slot machines poker  videos keno riverboats on-line online gambling hobbies hobby leisure,
441600,Furniture Stores,,retailing sales beds household furniture beds springs cabinets juvenile mattresses outdoor furnishings major appliances floor coverings  retailers,
2125,Sugarcane and Sugar Beets,133,beet farming farms agricultural agriculture sugars,"111991, 111930"
442581,Eco-Accommodation in Europe,,travel hotels motels hostels green tourism travel ,
442582,Hair Appliances and Accessories: The Consumer,,personal care hair dryers handheld hairdryers curling irons brushes spring tongs wands crimpers hot air straighteners heat setters hot rollers hair care styling beauty supplies cosmetics,
2127,Summer Camps,,privately owned organizational corporate corporation    residential general traditional specialty specialized special activity leisure,
442726,Business Process Outsourcing Services,,sales customers human resources,
2129,Suncare,,personal care cosmetics tans sun  suntans beauty supplies," 446120, 446199, 812199,"
